season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1627736,1610612743,Malik Beasley,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,231.0,550.0,186.0,547.0,505.0,1328.0,450.0,1299.0,44739.0,106521.0,52.0,0.5158520475561427,0.5117252931323283,0.4126754423814383,1.0,0.5158520475561427,0.5117252931323283,0.4126754423814383,0.0,0.0,0.0,0.0,False
2019-20,1627736,1610612750,Malik Beasley,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,117.0,329.0,121.0,382.0,53.0,156.0,42.0,178.0,27779.0,12541.0,14.0,0.46996838777660693,0.48717948717948717,-1.7211099402880237,1.0,0.46996838777660693,0.48717948717948717,-1.7211099402880237,0.0,0.0,0.0,0.0,False
2019-20,1627737,1610612744,Marquese Chriss,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,313.0,857.0,297.0,934.0,409.0,1292.0,458.0,1405.0,71773.0,105407.0,61.0,0.4872969596001666,0.4772727272727273,1.002423232743932,2.0,0.4872969596001666,0.4772727272727273,1.002423232743932,0.0,0.0,0.0,0.0,False
2019-20,1627739,1610612741,Kris Dunn,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627740,1610612751,Henry Ellenson,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,6.0,17.0,4.0,12.0,465.0,1365.0,491.0,1293.0,907.0,98213.0,34.0,0.5897435897435898,0.5063641394576647,8.337945028592507,1.0,0.5897435897435898,0.5063641394576647,8.337945028592507,0.0,0.0,0.0,0.0,False
2019-20,1627741,1610612758,Buddy Hield,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627742,1610612740,Brandon Ingram,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627745,1610612737,Damian Jones,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627746,1610612757,Skal Labissiere,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,157.0,475.0,184.0,439.0,502.0,1518.0,574.0,1541.0,34012.0,116348.0,52.0,0.503585657370518,0.48851269649334944,1.5072960877168529,1.0,0.503585657370518,0.48851269649334944,1.5072960877168529,0.0,0.0,0.0,0.0,False
2019-20,1627747,1610612751,Caris LeVert,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627748,1610612765,Thon Maker,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627749,1610612759,Dejounte Murray,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627750,1610612743,Jamal Murray,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627751,1610612759,Jakob Poeltl,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627752,1610612751,Taurean Prince,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627756,1610612741,Denzel Valentine,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
